"","Count_180","idSensore","Year","Month","Zone","Area","Type"
"2195",NA,5750,2001,7,"A","U","B"
"2196",12,5750,2001,8,"A","U","B"
"2197",0,5750,2001,9,"A","U","B"
"2198",NA,5750,2001,10,"A","U","B"
"2199",0,5750,2002,4,"A","U","B"
"2200",NA,5750,2002,5,"A","U","B"
"2201",15,5750,2002,6,"A","U","B"
"2202",6,5750,2002,7,"A","U","B"
"2203",0,5750,2002,8,"A","U","B"
"2204",0,5750,2002,9,"A","U","B"
"2205",0,5750,2002,10,"A","U","B"
"2206",0,5750,2003,4,"A","U","B"
"2207",3,5750,2003,5,"A","U","B"
"2208",17,5750,2003,6,"A","U","B"
"2209",20,5750,2003,7,"A","U","B"
"2210",18,5750,2003,8,"A","U","B"
"2211",6,5750,2003,9,"A","U","B"
"2212",0,5750,2003,10,"A","U","B"
"2213",0,5750,2004,4,"A","U","B"
"2214",0,5750,2004,5,"A","U","B"
"2215",8,5750,2004,6,"A","U","B"
"2216",13,5750,2004,7,"A","U","B"
"2217",6,5750,2004,8,"A","U","B"
"2218",1,5750,2004,9,"A","U","B"
"2219",0,5750,2004,10,"A","U","B"
"2220",0,5750,2005,4,"A","U","B"
"2221",8,5750,2005,5,"A","U","B"
"2222",12,5750,2005,6,"A","U","B"
"2223",9,5750,2005,7,"A","U","B"
"2224",1,5750,2005,8,"A","U","B"
"2225",2,5750,2005,9,"A","U","B"
"2226",0,5750,2005,10,"A","U","B"
"2227",0,5750,2006,4,"A","U","B"
"2228",0,5750,2006,5,"A","U","B"
"2229",15,5750,2006,6,"A","U","B"
"2230",25,5750,2006,7,"A","U","B"
"2231",0,5750,2006,8,"A","U","B"
"2232",6,5750,2006,9,"A","U","B"
"2233",0,5750,2006,10,"A","U","B"
"2234",0,5750,2007,4,"A","U","B"
"2235",3,5750,2007,5,"A","U","B"
"2236",3,5750,2007,6,"A","U","B"
"2237",14,5750,2007,7,"A","U","B"
"2238",5,5750,2007,8,"A","U","B"
"2239",0,5750,2007,9,"A","U","B"
"2240",0,5750,2007,10,"A","U","B"
"2241",0,5750,2008,4,"A","U","B"
"2242",0,5750,2008,5,"A","U","B"
"2243",8,5750,2008,6,"A","U","B"
"2244",7,5750,2008,7,"A","U","B"
"2245",5,5750,2008,8,"A","U","B"
"2246",0,5750,2008,9,"A","U","B"
"2247",0,5750,2008,10,"A","U","B"
"2248",NA,5750,2009,4,"A","U","B"
"2249",3,5750,2009,5,"A","U","B"
"2250",5,5750,2009,6,"A","U","B"
"2251",8,5750,2009,7,"A","U","B"
"2252",6,5750,2009,8,"A","U","B"
"2253",0,5750,2009,9,"A","U","B"
"2254",0,5750,2009,10,"A","U","B"
"2255",0,5750,2010,4,"A","U","B"
"2256",0,5750,2010,5,"A","U","B"
"2257",6,5750,2010,6,"A","U","B"
"2258",12,5750,2010,7,"A","U","B"
"2259",0,5750,2010,8,"A","U","B"
"2260",0,5750,2010,9,"A","U","B"
"2261",0,5750,2010,10,"A","U","B"
"2262",NA,5750,2011,4,"A","U","B"
"2263",1,5750,2011,5,"A","U","B"
"2264",3,5750,2011,6,"A","U","B"
"2265",2,5750,2011,7,"A","U","B"
"2266",4,5750,2011,8,"A","U","B"
"2267",1,5750,2011,9,"A","U","B"
"2268",0,5750,2011,10,"A","U","B"
"2269",0,5750,2012,4,"A","U","B"
"2270",1,5750,2012,5,"A","U","B"
"2271",5,5750,2012,6,"A","U","B"
"2272",3,5750,2012,7,"A","U","B"
"2273",7,5750,2012,8,"A","U","B"
"2274",0,5750,2012,9,"A","U","B"
"2275",0,5750,2012,10,"A","U","B"
"2276",0,5750,2013,4,"A","U","B"
"2277",0,5750,2013,5,"A","U","B"
"2278",4,5750,2013,6,"A","U","B"
"2279",10,5750,2013,7,"A","U","B"
"2280",5,5750,2013,8,"A","U","B"
"2281",1,5750,2013,9,"A","U","B"
"2282",0,5750,2013,10,"A","U","B"
"2283",0,5750,2014,4,"A","U","B"
"2284",0,5750,2014,5,"A","U","B"
"2285",4,5750,2014,6,"A","U","B"
"2286",1,5750,2014,7,"A","U","B"
"2287",0,5750,2014,8,"A","U","B"
"2288",0,5750,2014,9,"A","U","B"
"2289",0,5750,2014,10,"A","U","B"
"2290",0,5750,2015,4,"A","U","B"
"2291",1,5750,2015,5,"A","U","B"
"2292",8,5750,2015,6,"A","U","B"
"2293",19,5750,2015,7,"A","U","B"
"2294",7,5750,2015,8,"A","U","B"
"2295",0,5750,2015,9,"A","U","B"
"2296",0,5750,2015,10,"A","U","B"
"2297",0,5750,2016,4,"A","U","B"
"2298",1,5750,2016,5,"A","U","B"
"2299",5,5750,2016,6,"A","U","B"
"2300",9,5750,2016,7,"A","U","B"
"2301",4,5750,2016,8,"A","U","B"
"2302",1,5750,2016,9,"A","U","B"
"2303",0,5750,2016,10,"A","U","B"
"2304",0,5750,2017,4,"A","U","B"
"2305",3,5750,2017,5,"A","U","B"
"2306",9,5750,2017,6,"A","U","B"
"2307",9,5750,2017,7,"A","U","B"
"2308",8,5750,2017,8,"A","U","B"
"2309",0,5750,2017,9,"A","U","B"
"2310",0,5750,2017,10,"A","U","B"
"2311",0,5750,2018,4,"A","U","B"
"2312",0,5750,2018,5,"A","U","B"
"2313",2,5750,2018,6,"A","U","B"
"2314",8,5750,2018,7,"A","U","B"
"2315",4,5750,2018,8,"A","U","B"
"2316",0,5750,2018,9,"A","U","B"
"2317",0,5750,2018,10,"A","U","B"
"2318",0,5750,2019,4,"A","U","B"
"2319",0,5750,2019,5,"A","U","B"
"2320",6,5750,2019,6,"A","U","B"
"2321",8,5750,2019,7,"A","U","B"
"2322",1,5750,2019,8,"A","U","B"
"2323",1,5750,2019,9,"A","U","B"
"2324",0,5750,2019,10,"A","U","B"
"2325",0,5750,2020,4,"A","U","B"
"2326",0,5750,2020,5,"A","U","B"
"2327",0,5750,2020,6,"A","U","B"
"2328",3,5750,2020,7,"A","U","B"
"2329",2,5750,2020,8,"A","U","B"
"2330",0,5750,2020,9,"A","U","B"
"2331",0,5750,2020,10,"A","U","B"
"2332",0,5750,2021,4,"A","U","B"
"2333",0,5750,2021,5,"A","U","B"
"2334",0,5750,2021,6,"A","U","B"
"2335",1,5750,2021,7,"A","U","B"
"2336",0,5750,2021,8,"A","U","B"
"2337",0,5750,2021,9,"A","U","B"
"2338",0,5750,2021,10,"A","U","B"
"2339",0,5750,2022,4,"A","U","B"
"2340",0,5750,2022,5,"A","U","B"
"2341",1,5750,2022,6,"A","U","B"
"2342",7,5750,2022,7,"A","U","B"
"2343",2,5750,2022,8,"A","U","B"
"2344",0,5750,2022,9,"A","U","B"
"2345",0,5750,2022,10,"A","U","B"
"2346",0,5750,2023,4,"A","U","B"
"2347",0,5750,2023,5,"A","U","B"
"2348",0,5750,2023,6,"A","U","B"
"2349",2,5750,2023,7,"A","U","B"
"2350",NA,5750,2023,8,"A","U","B"
"2351",2,5750,2023,9,"A","U","B"
"2352",0,5750,2023,10,"A","U","B"
"2353",0,5952,2000,4,"B","R","B"
"2354",0,5952,2000,5,"B","R","B"
"2355",NA,5952,2000,6,"B","R","B"
"2356",NA,5952,2000,7,"B","R","B"
"2357",NA,5952,2000,8,"B","R","B"
"2358",NA,5952,2000,9,"B","R","B"
"2359",NA,5952,2000,10,"B","R","B"
"2360",NA,5952,2001,4,"B","R","B"
"2361",6,5952,2001,5,"B","R","B"
"2362",5,5952,2001,6,"B","R","B"
"2363",6,5952,2001,7,"B","R","B"
"2364",12,5952,2001,8,"B","R","B"
"2365",0,5952,2001,9,"B","R","B"
"2366",1,5952,2001,10,"B","R","B"
"2367",0,5952,2002,4,"B","R","B"
"2368",2,5952,2002,5,"B","R","B"
"2369",11,5952,2002,6,"B","R","B"
"2370",4,5952,2002,7,"B","R","B"
"2371",0,5952,2002,8,"B","R","B"
"2372",0,5952,2002,9,"B","R","B"
"2373",0,5952,2002,10,"B","R","B"
"2374",0,5952,2003,4,"B","R","B"
"2375",1,5952,2003,5,"B","R","B"
"2376",9,5952,2003,6,"B","R","B"
"2377",0,5952,2003,7,"B","R","B"
"2378",12,5952,2003,8,"B","R","B"
"2379",3,5952,2003,9,"B","R","B"
"2380",0,5952,2003,10,"B","R","B"
"2381",0,5952,2004,4,"B","R","B"
"2382",0,5952,2004,5,"B","R","B"
"2383",1,5952,2004,6,"B","R","B"
"2384",4,5952,2004,7,"B","R","B"
"2385",1,5952,2004,8,"B","R","B"
"2386",2,5952,2004,9,"B","R","B"
"2387",0,5952,2004,10,"B","R","B"
"2388",NA,5952,2005,4,"B","R","B"
"2389",4,5952,2005,5,"B","R","B"
"2390",5,5952,2005,6,"B","R","B"
"2391",2,5952,2005,7,"B","R","B"
"2392",0,5952,2005,8,"B","R","B"
"2393",1,5952,2005,9,"B","R","B"
"2394",0,5952,2005,10,"B","R","B"
"2395",0,5952,2006,4,"B","R","B"
"2396",0,5952,2006,5,"B","R","B"
"2397",4,5952,2006,6,"B","R","B"
"2398",8,5952,2006,7,"B","R","B"
"2399",NA,5952,2006,8,"B","R","B"
"2400",NA,5952,2006,9,"B","R","B"
"2401",0,5952,2006,10,"B","R","B"
"2402",0,5952,2007,4,"B","R","B"
"2403",2,5952,2007,5,"B","R","B"
"2404",0,5952,2007,6,"B","R","B"
"2405",7,5952,2007,7,"B","R","B"
"2406",1,5952,2007,8,"B","R","B"
"2407",0,5952,2007,9,"B","R","B"
"2408",0,5952,2007,10,"B","R","B"
"2409",0,5952,2008,4,"B","R","B"
"2410",NA,5952,2008,5,"B","R","B"
"2411",NA,5952,2008,6,"B","R","B"
"2412",3,5952,2008,7,"B","R","B"
"2413",0,5952,2008,8,"B","R","B"
"2414",2,5952,2008,9,"B","R","B"
"2415",0,5952,2008,10,"B","R","B"
"2416",NA,5952,2009,4,"B","R","B"
"2417",0,5952,2009,5,"B","R","B"
"2418",1,5952,2009,6,"B","R","B"
"2419",1,5952,2009,7,"B","R","B"
"2420",NA,5952,2009,8,"B","R","B"
"2421",0,5952,2009,9,"B","R","B"
"2422",0,5952,2009,10,"B","R","B"
"2423",0,5952,2010,4,"B","R","B"
"2424",0,5952,2010,5,"B","R","B"
"2425",0,5952,2010,6,"B","R","B"
"2426",NA,5952,2010,7,"B","R","B"
"2427",0,5952,2010,8,"B","R","B"
"2428",0,5952,2010,9,"B","R","B"
"2429",0,5952,2010,10,"B","R","B"
"2430",NA,5952,2011,4,"B","R","B"
"2431",3,5952,2011,5,"B","R","B"
"2432",1,5952,2011,6,"B","R","B"
"2433",0,5952,2011,7,"B","R","B"
"2434",0,5952,2011,8,"B","R","B"
"2435",0,5952,2011,9,"B","R","B"
"2436",0,5952,2011,10,"B","R","B"
"2437",0,5952,2012,4,"B","R","B"
"2438",0,5952,2012,5,"B","R","B"
"2439",0,5952,2012,6,"B","R","B"
"2440",1,5952,2012,7,"B","R","B"
"2441",3,5952,2012,8,"B","R","B"
"2442",0,5952,2012,9,"B","R","B"
"2443",0,5952,2012,10,"B","R","B"
"2444",0,5952,2013,4,"B","R","B"
"2445",0,5952,2013,5,"B","R","B"
"2446",3,5952,2013,6,"B","R","B"
"2447",3,5952,2013,7,"B","R","B"
"2448",5,5952,2013,8,"B","R","B"
"2449",0,5952,2013,9,"B","R","B"
"2450",0,5952,2013,10,"B","R","B"
"2451",0,5952,2014,4,"B","R","B"
"2452",0,5952,2014,5,"B","R","B"
"2453",4,5952,2014,6,"B","R","B"
"2454",0,5952,2014,7,"B","R","B"
"2455",0,5952,2014,8,"B","R","B"
"2456",0,5952,2014,9,"B","R","B"
"2457",0,5952,2014,10,"B","R","B"
"2458",0,5952,2015,4,"B","R","B"
"2459",NA,5952,2015,5,"B","R","B"
"2460",NA,5952,2015,6,"B","R","B"
"2461",7,5952,2015,7,"B","R","B"
"2462",1,5952,2015,8,"B","R","B"
"2463",0,5952,2015,9,"B","R","B"
"2464",0,5952,2015,10,"B","R","B"
"2465",NA,5952,2016,4,"B","R","B"
"2466",0,5952,2016,5,"B","R","B"
"2467",1,5952,2016,6,"B","R","B"
"2468",2,5952,2016,7,"B","R","B"
"2469",0,5952,2016,8,"B","R","B"
"2470",0,5952,2016,9,"B","R","B"
"2471",0,5952,2016,10,"B","R","B"
"2472",0,5952,2017,4,"B","R","B"
"2473",0,5952,2017,5,"B","R","B"
"2474",4,5952,2017,6,"B","R","B"
"2475",1,5952,2017,7,"B","R","B"
"2476",2,5952,2017,8,"B","R","B"
"2477",0,5952,2017,9,"B","R","B"
"2478",0,5952,2017,10,"B","R","B"
"2479",0,5952,2018,4,"B","R","B"
"2480",0,5952,2018,5,"B","R","B"
"2481",0,5952,2018,6,"B","R","B"
"2482",1,5952,2018,7,"B","R","B"
"2483",1,5952,2018,8,"B","R","B"
"2484",0,5952,2018,9,"B","R","B"
"2485",0,5952,2018,10,"B","R","B"
"2486",0,5952,2019,4,"B","R","B"
"2487",0,5952,2019,5,"B","R","B"
"2488",3,5952,2019,6,"B","R","B"
"2489",3,5952,2019,7,"B","R","B"
"2490",0,5952,2019,8,"B","R","B"
"2491",0,5952,2019,9,"B","R","B"
"2492",0,5952,2019,10,"B","R","B"
"2493",0,5952,2020,4,"B","R","B"
"2494",0,5952,2020,5,"B","R","B"
"2495",0,5952,2020,6,"B","R","B"
"2496",0,5952,2020,7,"B","R","B"
"2497",0,5952,2020,8,"B","R","B"
"2498",0,5952,2020,9,"B","R","B"
"2499",0,5952,2020,10,"B","R","B"
"2500",0,5952,2021,4,"B","R","B"
"2501",0,5952,2021,5,"B","R","B"
"2502",0,5952,2021,6,"B","R","B"
"2503",0,5952,2021,7,"B","R","B"
"2504",0,5952,2021,8,"B","R","B"
"2505",0,5952,2021,9,"B","R","B"
"2506",0,5952,2021,10,"B","R","B"
"2507",0,5952,2022,4,"B","R","B"
"2508",0,5952,2022,5,"B","R","B"
"2509",4,5952,2022,6,"B","R","B"
"2510",2,5952,2022,7,"B","R","B"
"2511",0,5952,2022,8,"B","R","B"
"2512",0,5952,2022,9,"B","R","B"
"2513",0,5952,2022,10,"B","R","B"
"2514",0,5952,2023,4,"B","R","B"
"2515",0,5952,2023,5,"B","R","B"
"2516",3,5952,2023,6,"B","R","B"
"2517",0,5952,2023,7,"B","R","B"
"2518",1,5952,2023,8,"B","R","B"
"2519",0,5952,2023,9,"B","R","B"
"2520",0,5952,2023,10,"B","R","B"
"2521",0,5960,2000,4,"B","S","B"
"2522",0,5960,2000,5,"B","S","B"
"2523",2,5960,2000,6,"B","S","B"
"2524",NA,5960,2000,7,"B","S","B"
"2525",2,5960,2000,8,"B","S","B"
"2526",NA,5960,2000,9,"B","S","B"
"2527",NA,5960,2000,10,"B","S","B"
"2528",0,5960,2001,4,"B","S","B"
"2529",5,5960,2001,5,"B","S","B"
"2530",NA,5960,2001,6,"B","S","B"
"2531",8,5960,2001,7,"B","S","B"
"2532",11,5960,2001,8,"B","S","B"
"2533",0,5960,2001,9,"B","S","B"
"2534",0,5960,2001,10,"B","S","B"
"2535",1,5960,2002,4,"B","S","B"
"2536",3,5960,2002,5,"B","S","B"
"2537",6,5960,2002,6,"B","S","B"
"2538",2,5960,2002,7,"B","S","B"
"2539",0,5960,2002,8,"B","S","B"
"2540",0,5960,2002,9,"B","S","B"
"2541",0,5960,2002,10,"B","S","B"
"2542",0,5960,2003,4,"B","S","B"
"2543",2,5960,2003,5,"B","S","B"
"2544",17,5960,2003,6,"B","S","B"
"2545",8,5960,2003,7,"B","S","B"
"2546",15,5960,2003,8,"B","S","B"
"2547",4,5960,2003,9,"B","S","B"
"2548",0,5960,2003,10,"B","S","B"
"2549",0,5960,2004,4,"B","S","B"
"2550",2,5960,2004,5,"B","S","B"
"2551",6,5960,2004,6,"B","S","B"
"2552",6,5960,2004,7,"B","S","B"
"2553",2,5960,2004,8,"B","S","B"
"2554",2,5960,2004,9,"B","S","B"
"2555",0,5960,2004,10,"B","S","B"
"2556",0,5960,2005,4,"B","S","B"
"2557",3,5960,2005,5,"B","S","B"
"2558",7,5960,2005,6,"B","S","B"
"2559",2,5960,2005,7,"B","S","B"
"2560",0,5960,2005,8,"B","S","B"
"2561",1,5960,2005,9,"B","S","B"
"2562",0,5960,2005,10,"B","S","B"
"2563",0,5960,2006,4,"B","S","B"
"2564",0,5960,2006,5,"B","S","B"
"2565",10,5960,2006,6,"B","S","B"
"2566",12,5960,2006,7,"B","S","B"
"2567",0,5960,2006,8,"B","S","B"
"2568",1,5960,2006,9,"B","S","B"
"2569",0,5960,2006,10,"B","S","B"
"2570",0,5960,2007,4,"B","S","B"
"2571",2,5960,2007,5,"B","S","B"
"2572",0,5960,2007,6,"B","S","B"
"2573",6,5960,2007,7,"B","S","B"
"2574",0,5960,2007,8,"B","S","B"
"2575",0,5960,2007,9,"B","S","B"
"2576",0,5960,2007,10,"B","S","B"
"2577",0,5960,2008,4,"B","S","B"
"2578",0,5960,2008,5,"B","S","B"
"2579",4,5960,2008,6,"B","S","B"
"2580",3,5960,2008,7,"B","S","B"
"2581",1,5960,2008,8,"B","S","B"
"2582",1,5960,2008,9,"B","S","B"
"2583",0,5960,2008,10,"B","S","B"
"2584",0,5960,2009,4,"B","S","B"
"2585",0,5960,2009,5,"B","S","B"
"2586",2,5960,2009,6,"B","S","B"
"2587",2,5960,2009,7,"B","S","B"
"2588",0,5960,2009,8,"B","S","B"
"2589",0,5960,2009,9,"B","S","B"
"2590",0,5960,2009,10,"B","S","B"
"2591",0,5960,2010,4,"B","S","B"
"2592",0,5960,2010,5,"B","S","B"
"2593",3,5960,2010,6,"B","S","B"
"2594",7,5960,2010,7,"B","S","B"
"2595",0,5960,2010,8,"B","S","B"
"2596",0,5960,2010,9,"B","S","B"
"2597",0,5960,2010,10,"B","S","B"
"2598",0,5960,2011,4,"B","S","B"
"2599",2,5960,2011,5,"B","S","B"
"2600",1,5960,2011,6,"B","S","B"
"2601",0,5960,2011,7,"B","S","B"
"2602",1,5960,2011,8,"B","S","B"
"2603",0,5960,2011,9,"B","S","B"
"2604",0,5960,2011,10,"B","S","B"
"2605",0,5960,2012,4,"B","S","B"
"2606",1,5960,2012,5,"B","S","B"
"2607",3,5960,2012,6,"B","S","B"
"2608",4,5960,2012,7,"B","S","B"
"2609",3,5960,2012,8,"B","S","B"
"2610",0,5960,2012,9,"B","S","B"
"2611",0,5960,2012,10,"B","S","B"
"2612",0,5960,2013,4,"B","S","B"
"2613",0,5960,2013,5,"B","S","B"
"2614",1,5960,2013,6,"B","S","B"
"2615",14,5960,2013,7,"B","S","B"
"2616",4,5960,2013,8,"B","S","B"
"2617",0,5960,2013,9,"B","S","B"
"2618",0,5960,2013,10,"B","S","B"
"2619",0,5960,2014,4,"B","S","B"
"2620",0,5960,2014,5,"B","S","B"
"2621",NA,5960,2014,6,"B","S","B"
"2622",0,5960,2014,7,"B","S","B"
"2623",0,5960,2014,8,"B","S","B"
"2624",0,5960,2014,9,"B","S","B"
"2625",0,5960,2014,10,"B","S","B"
"2626",0,5960,2015,4,"B","S","B"
"2627",1,5960,2015,5,"B","S","B"
"2628",6,5960,2015,6,"B","S","B"
"2629",16,5960,2015,7,"B","S","B"
"2630",7,5960,2015,8,"B","S","B"
"2631",0,5960,2015,9,"B","S","B"
"2632",0,5960,2015,10,"B","S","B"
"2633",0,5960,2016,4,"B","S","B"
"2634",0,5960,2016,5,"B","S","B"
"2635",2,5960,2016,6,"B","S","B"
"2636",4,5960,2016,7,"B","S","B"
"2637",0,5960,2016,8,"B","S","B"
"2638",1,5960,2016,9,"B","S","B"
"2639",0,5960,2016,10,"B","S","B"
"2640",0,5960,2017,4,"B","S","B"
"2641",1,5960,2017,5,"B","S","B"
"2642",8,5960,2017,6,"B","S","B"
"2643",1,5960,2017,7,"B","S","B"
"2644",0,5960,2017,8,"B","S","B"
"2645",0,5960,2017,9,"B","S","B"
"2646",0,5960,2017,10,"B","S","B"
"2647",0,5960,2018,4,"B","S","B"
"2648",0,5960,2018,5,"B","S","B"
"2649",0,5960,2018,6,"B","S","B"
"2650",NA,5960,2018,7,"B","S","B"
"2651",0,5960,2018,8,"B","S","B"
"2652",0,5960,2018,9,"B","S","B"
"2653",0,5960,2018,10,"B","S","B"
"2654",0,5960,2019,4,"B","S","B"
"2655",0,5960,2019,5,"B","S","B"
"2656",6,5960,2019,6,"B","S","B"
"2657",8,5960,2019,7,"B","S","B"
"2658",0,5960,2019,8,"B","S","B"
"2659",0,5960,2019,9,"B","S","B"
"2660",0,5960,2019,10,"B","S","B"
"2661",0,5960,2020,4,"B","S","B"
"2662",0,5960,2020,5,"B","S","B"
"2663",0,5960,2020,6,"B","S","B"
"2664",1,5960,2020,7,"B","S","B"
"2665",0,5960,2020,8,"B","S","B"
"2666",0,5960,2020,9,"B","S","B"
"2667",0,5960,2020,10,"B","S","B"
"2668",0,5960,2021,4,"B","S","B"
"2669",0,5960,2021,5,"B","S","B"
"2670",0,5960,2021,6,"B","S","B"
"2671",0,5960,2021,7,"B","S","B"
"2672",1,5960,2021,8,"B","S","B"
"2673",0,5960,2021,9,"B","S","B"
"2674",0,5960,2021,10,"B","S","B"
"2675",0,5960,2022,4,"B","S","B"
"2676",0,5960,2022,5,"B","S","B"
"2677",3,5960,2022,6,"B","S","B"
"2678",0,5960,2022,7,"B","S","B"
"2679",0,5960,2022,8,"B","S","B"
"2680",0,5960,2022,9,"B","S","B"
"2681",0,5960,2022,10,"B","S","B"
"2682",0,5960,2023,4,"B","S","B"
"2683",0,5960,2023,5,"B","S","B"
"2684",0,5960,2023,6,"B","S","B"
"2685",0,5960,2023,7,"B","S","B"
"2686",1,5960,2023,8,"B","S","B"
"2687",0,5960,2023,9,"B","S","B"
"2688",0,5960,2023,10,"B","S","B"
"2689",0,6582,2000,4,"Cities","U","T"
"2690",2,6582,2000,5,"Cities","U","T"
"2691",9,6582,2000,6,"Cities","U","T"
"2692",NA,6582,2000,7,"Cities","U","T"
"2693",NA,6582,2000,8,"Cities","U","T"
"2694",NA,6582,2000,9,"Cities","U","T"
"2695",0,6582,2000,10,"Cities","U","T"
"2696",0,6582,2001,4,"Cities","U","T"
"2697",2,6582,2001,5,"Cities","U","T"
"2698",6,6582,2001,6,"Cities","U","T"
"2699",9,6582,2001,7,"Cities","U","T"
"2700",1,6582,2001,8,"Cities","U","T"
"2701",0,6582,2001,9,"Cities","U","T"
"2702",NA,6582,2001,10,"Cities","U","T"
"2703",0,6582,2002,4,"Cities","U","T"
"2704",0,6582,2002,5,"Cities","U","T"
"2705",9,6582,2002,6,"Cities","U","T"
"2706",2,6582,2002,7,"Cities","U","T"
"2707",0,6582,2002,8,"Cities","U","T"
"2708",0,6582,2002,9,"Cities","U","T"
"2709",0,6582,2002,10,"Cities","U","T"
"2710",0,6582,2003,4,"Cities","U","T"
"2711",0,6582,2003,5,"Cities","U","T"
"2712",11,6582,2003,6,"Cities","U","T"
"2713",13,6582,2003,7,"Cities","U","T"
"2714",15,6582,2003,8,"Cities","U","T"
"2715",4,6582,2003,9,"Cities","U","T"
"2716",0,6582,2003,10,"Cities","U","T"
"2717",NA,6582,2004,4,"Cities","U","T"
"2718",0,6582,2004,5,"Cities","U","T"
"2719",4,6582,2004,6,"Cities","U","T"
"2720",8,6582,2004,7,"Cities","U","T"
"2721",1,6582,2004,8,"Cities","U","T"
"2722",2,6582,2004,9,"Cities","U","T"
"2723",0,6582,2004,10,"Cities","U","T"
"2724",1,6582,2005,4,"Cities","U","T"
"2725",3,6582,2005,5,"Cities","U","T"
"2726",3,6582,2005,6,"Cities","U","T"
"2727",NA,6582,2005,7,"Cities","U","T"
"2728",0,6582,2005,8,"Cities","U","T"
"2729",0,6582,2005,9,"Cities","U","T"
"2730",0,6582,2005,10,"Cities","U","T"
"2731",0,6582,2006,4,"Cities","U","T"
"2732",0,6582,2006,5,"Cities","U","T"
"2733",7,6582,2006,6,"Cities","U","T"
"2734",15,6582,2006,7,"Cities","U","T"
"2735",0,6582,2006,8,"Cities","U","T"
"2736",1,6582,2006,9,"Cities","U","T"
"2737",NA,6582,2006,10,"Cities","U","T"
"2738",0,6582,2007,4,"Cities","U","T"
"2739",1,6582,2007,5,"Cities","U","T"
"2740",1,6582,2007,6,"Cities","U","T"
"2741",5,6582,2007,7,"Cities","U","T"
"2742",0,6582,2007,8,"Cities","U","T"
"2743",0,6582,2007,9,"Cities","U","T"
"2744",0,6582,2007,10,"Cities","U","T"
"2745",0,6582,2008,4,"Cities","U","T"
"2746",0,6582,2008,5,"Cities","U","T"
"2747",0,6582,2008,6,"Cities","U","T"
"2748",4,6582,2008,7,"Cities","U","T"
"2749",3,6582,2008,8,"Cities","U","T"
"2750",0,6582,2008,9,"Cities","U","T"
"2751",0,6582,2008,10,"Cities","U","T"
"2752",0,6582,2009,4,"Cities","U","T"
"2753",1,6582,2009,5,"Cities","U","T"
"2754",4,6582,2009,6,"Cities","U","T"
"2755",6,6582,2009,7,"Cities","U","T"
"2756",3,6582,2009,8,"Cities","U","T"
"2757",0,6582,2009,9,"Cities","U","T"
"2758",NA,6582,2009,10,"Cities","U","T"
"2759",0,6582,2010,4,"Cities","U","T"
"2760",0,6582,2010,5,"Cities","U","T"
"2761",3,6582,2010,6,"Cities","U","T"
"2762",7,6582,2010,7,"Cities","U","T"
"2763",0,6582,2010,8,"Cities","U","T"
"2764",0,6582,2010,9,"Cities","U","T"
"2765",0,6582,2010,10,"Cities","U","T"
"2766",0,6582,2011,4,"Cities","U","T"
"2767",1,6582,2011,5,"Cities","U","T"
"2768",2,6582,2011,6,"Cities","U","T"
"2769",1,6582,2011,7,"Cities","U","T"
"2770",0,6582,2011,8,"Cities","U","T"
"2771",0,6582,2011,9,"Cities","U","T"
"2772",0,6582,2011,10,"Cities","U","T"
"2773",0,6582,2012,4,"Cities","U","T"
"2774",NA,6582,2012,5,"Cities","U","T"
"2775",3,6582,2012,6,"Cities","U","T"
"2776",1,6582,2012,7,"Cities","U","T"
"2777",6,6582,2012,8,"Cities","U","T"
"2778",0,6582,2012,9,"Cities","U","T"
"2779",0,6582,2012,10,"Cities","U","T"
"2780",0,6582,2013,4,"Cities","U","T"
"2781",0,6582,2013,5,"Cities","U","T"
"2782",1,6582,2013,6,"Cities","U","T"
"2783",4,6582,2013,7,"Cities","U","T"
"2784",1,6582,2013,8,"Cities","U","T"
"2785",0,6582,2013,9,"Cities","U","T"
"2786",0,6582,2013,10,"Cities","U","T"
"2787",0,6582,2014,4,"Cities","U","T"
"2788",0,6582,2014,5,"Cities","U","T"
"2789",3,6582,2014,6,"Cities","U","T"
"2790",1,6582,2014,7,"Cities","U","T"
"2791",0,6582,2014,8,"Cities","U","T"
"2792",0,6582,2014,9,"Cities","U","T"
"2793",0,6582,2014,10,"Cities","U","T"
"2794",0,6582,2015,4,"Cities","U","T"
"2795",1,6582,2015,5,"Cities","U","T"
"2796",6,6582,2015,6,"Cities","U","T"
"2797",18,6582,2015,7,"Cities","U","T"
"2798",6,6582,2015,8,"Cities","U","T"
"2799",0,6582,2015,9,"Cities","U","T"
"2800",0,6582,2015,10,"Cities","U","T"
"2801",0,6582,2016,4,"Cities","U","T"
"2802",0,6582,2016,5,"Cities","U","T"
"2803",3,6582,2016,6,"Cities","U","T"
"2804",4,6582,2016,7,"Cities","U","T"
"2805",0,6582,2016,8,"Cities","U","T"
"2806",1,6582,2016,9,"Cities","U","T"
"2807",0,6582,2016,10,"Cities","U","T"
"2808",0,6582,2017,4,"Cities","U","T"
"2809",1,6582,2017,5,"Cities","U","T"
"2810",7,6582,2017,6,"Cities","U","T"
"2811",7,6582,2017,7,"Cities","U","T"
"2812",3,6582,2017,8,"Cities","U","T"
"2813",0,6582,2017,9,"Cities","U","T"
"2814",0,6582,2017,10,"Cities","U","T"
"2815",0,6582,2018,4,"Cities","U","T"
