"","Count_180","idSensore","Year","Month","Zone","Area","Type"
"7215",0,10463,2022,8,"B","R","B"
"7216",0,10463,2022,9,"B","R","B"
"7217",0,10463,2022,10,"B","R","B"
"7218",0,10463,2023,4,"B","R","B"
"7219",0,10463,2023,5,"B","R","B"
"7220",2,10463,2023,6,"B","R","B"
"7221",0,10463,2023,7,"B","R","B"
"7222",2,10463,2023,8,"B","R","B"
"7223",0,10463,2023,9,"B","R","B"
"7224",0,10463,2023,10,"B","R","B"
"7225",NA,10584,2000,4,"C","R","B"
"7226",NA,10584,2000,5,"C","R","B"
"7227",NA,10584,2000,6,"C","R","B"
"7228",NA,10584,2000,7,"C","R","B"
"7229",NA,10584,2000,8,"C","R","B"
"7230",NA,10584,2000,9,"C","R","B"
"7231",NA,10584,2000,10,"C","R","B"
"7232",NA,10584,2001,4,"C","R","B"
"7233",NA,10584,2001,5,"C","R","B"
"7234",NA,10584,2001,6,"C","R","B"
"7235",NA,10584,2001,7,"C","R","B"
"7236",NA,10584,2001,8,"C","R","B"
"7237",NA,10584,2001,9,"C","R","B"
"7238",NA,10584,2001,10,"C","R","B"
"7239",NA,10584,2002,4,"C","R","B"
"7240",NA,10584,2002,5,"C","R","B"
"7241",NA,10584,2002,6,"C","R","B"
"7242",NA,10584,2002,7,"C","R","B"
"7243",NA,10584,2002,8,"C","R","B"
"7244",NA,10584,2002,9,"C","R","B"
"7245",NA,10584,2002,10,"C","R","B"
"7246",NA,10584,2003,4,"C","R","B"
"7247",NA,10584,2003,5,"C","R","B"
"7248",NA,10584,2003,6,"C","R","B"
"7249",NA,10584,2003,7,"C","R","B"
"7250",NA,10584,2003,8,"C","R","B"
"7251",NA,10584,2003,9,"C","R","B"
"7252",NA,10584,2003,10,"C","R","B"
"7253",NA,10584,2004,4,"C","R","B"
"7254",NA,10584,2004,5,"C","R","B"
"7255",NA,10584,2004,6,"C","R","B"
"7256",NA,10584,2004,7,"C","R","B"
"7257",NA,10584,2004,8,"C","R","B"
"7258",NA,10584,2004,9,"C","R","B"
"7259",NA,10584,2004,10,"C","R","B"
"7260",NA,10584,2005,4,"C","R","B"
"7261",NA,10584,2005,5,"C","R","B"
"7262",NA,10584,2005,6,"C","R","B"
"7263",NA,10584,2005,7,"C","R","B"
"7264",NA,10584,2005,8,"C","R","B"
"7265",NA,10584,2005,9,"C","R","B"
"7266",NA,10584,2005,10,"C","R","B"
"7267",NA,10584,2006,4,"C","R","B"
"7268",NA,10584,2006,5,"C","R","B"
"7269",NA,10584,2006,6,"C","R","B"
"7270",NA,10584,2006,7,"C","R","B"
"7271",NA,10584,2006,8,"C","R","B"
"7272",NA,10584,2006,9,"C","R","B"
"7273",NA,10584,2006,10,"C","R","B"
"7274",NA,10584,2007,4,"C","R","B"
"7275",NA,10584,2007,5,"C","R","B"
"7276",NA,10584,2007,6,"C","R","B"
"7277",NA,10584,2007,7,"C","R","B"
"7278",NA,10584,2007,8,"C","R","B"
"7279",NA,10584,2007,9,"C","R","B"
"7280",NA,10584,2007,10,"C","R","B"
"7281",NA,10584,2008,4,"C","R","B"
"7282",NA,10584,2008,5,"C","R","B"
"7283",NA,10584,2008,6,"C","R","B"
"7284",NA,10584,2008,7,"C","R","B"
"7285",NA,10584,2008,8,"C","R","B"
"7286",NA,10584,2008,9,"C","R","B"
"7287",NA,10584,2008,10,"C","R","B"
"7288",NA,10584,2009,4,"C","R","B"
"7289",NA,10584,2009,5,"C","R","B"
"7290",NA,10584,2009,6,"C","R","B"
"7291",NA,10584,2009,7,"C","R","B"
"7292",NA,10584,2009,8,"C","R","B"
"7293",NA,10584,2009,9,"C","R","B"
"7294",NA,10584,2009,10,"C","R","B"
"7295",NA,10584,2010,4,"C","R","B"
"7296",NA,10584,2010,5,"C","R","B"
"7297",NA,10584,2010,6,"C","R","B"
"7298",NA,10584,2010,7,"C","R","B"
"7299",NA,10584,2010,8,"C","R","B"
"7300",NA,10584,2010,9,"C","R","B"
"7301",NA,10584,2010,10,"C","R","B"
"7302",NA,10584,2011,4,"C","R","B"
"7303",NA,10584,2011,5,"C","R","B"
"7304",NA,10584,2011,6,"C","R","B"
"7305",NA,10584,2011,7,"C","R","B"
"7306",NA,10584,2011,8,"C","R","B"
"7307",NA,10584,2011,9,"C","R","B"
"7308",NA,10584,2011,10,"C","R","B"
"7309",0,10584,2012,4,"C","R","B"
"7310",1,10584,2012,5,"C","R","B"
"7311",NA,10584,2012,6,"C","R","B"
"7312",11,10584,2012,7,"C","R","B"
"7313",12,10584,2012,8,"C","R","B"
"7314",1,10584,2012,9,"C","R","B"
"7315",0,10584,2012,10,"C","R","B"
"7316",0,10584,2013,4,"C","R","B"
"7317",0,10584,2013,5,"C","R","B"
"7318",0,10584,2013,6,"C","R","B"
"7319",7,10584,2013,7,"C","R","B"
"7320",6,10584,2013,8,"C","R","B"
"7321",2,10584,2013,9,"C","R","B"
"7322",0,10584,2013,10,"C","R","B"
"7323",0,10584,2014,4,"C","R","B"
"7324",0,10584,2014,5,"C","R","B"
"7325",4,10584,2014,6,"C","R","B"
"7326",2,10584,2014,7,"C","R","B"
"7327",0,10584,2014,8,"C","R","B"
"7328",0,10584,2014,9,"C","R","B"
"7329",0,10584,2014,10,"C","R","B"
"7330",NA,10584,2015,4,"C","R","B"
"7331",0,10584,2015,5,"C","R","B"
"7332",6,10584,2015,6,"C","R","B"
"7333",16,10584,2015,7,"C","R","B"
"7334",3,10584,2015,8,"C","R","B"
"7335",0,10584,2015,9,"C","R","B"
"7336",0,10584,2015,10,"C","R","B"
"7337",NA,10584,2016,4,"C","R","B"
"7338",0,10584,2016,5,"C","R","B"
"7339",3,10584,2016,6,"C","R","B"
"7340",NA,10584,2016,7,"C","R","B"
"7341",1,10584,2016,8,"C","R","B"
"7342",1,10584,2016,9,"C","R","B"
"7343",NA,10584,2016,10,"C","R","B"
"7344",0,10584,2017,4,"C","R","B"
"7345",3,10584,2017,5,"C","R","B"
"7346",9,10584,2017,6,"C","R","B"
"7347",NA,10584,2017,7,"C","R","B"
"7348",4,10584,2017,8,"C","R","B"
"7349",0,10584,2017,9,"C","R","B"
"7350",0,10584,2017,10,"C","R","B"
"7351",0,10584,2018,4,"C","R","B"
"7352",0,10584,2018,5,"C","R","B"
"7353",3,10584,2018,6,"C","R","B"
"7354",10,10584,2018,7,"C","R","B"
"7355",1,10584,2018,8,"C","R","B"
"7356",0,10584,2018,9,"C","R","B"
"7357",0,10584,2018,10,"C","R","B"
"7358",0,10584,2019,4,"C","R","B"
"7359",0,10584,2019,5,"C","R","B"
"7360",4,10584,2019,6,"C","R","B"
"7361",9,10584,2019,7,"C","R","B"
"7362",0,10584,2019,8,"C","R","B"
"7363",NA,10584,2019,9,"C","R","B"
"7364",0,10584,2019,10,"C","R","B"
"7365",0,10584,2020,4,"C","R","B"
"7366",NA,10584,2020,5,"C","R","B"
"7367",0,10584,2020,6,"C","R","B"
"7368",8,10584,2020,7,"C","R","B"
"7369",1,10584,2020,8,"C","R","B"
"7370",0,10584,2020,9,"C","R","B"
"7371",0,10584,2020,10,"C","R","B"
"7372",0,10584,2021,4,"C","R","B"
"7373",0,10584,2021,5,"C","R","B"
"7374",1,10584,2021,6,"C","R","B"
"7375",3,10584,2021,7,"C","R","B"
"7376",0,10584,2021,8,"C","R","B"
"7377",0,10584,2021,9,"C","R","B"
"7378",0,10584,2021,10,"C","R","B"
"7379",1,10584,2022,4,"C","R","B"
"7380",3,10584,2022,5,"C","R","B"
"7381",2,10584,2022,6,"C","R","B"
"7382",14,10584,2022,7,"C","R","B"
"7383",5,10584,2022,8,"C","R","B"
"7384",0,10584,2022,9,"C","R","B"
"7385",0,10584,2022,10,"C","R","B"
"7386",0,10584,2023,4,"C","R","B"
"7387",0,10584,2023,5,"C","R","B"
"7388",2,10584,2023,6,"C","R","B"
"7389",1,10584,2023,7,"C","R","B"
"7390",0,10584,2023,8,"C","R","B"
"7391",0,10584,2023,9,"C","R","B"
"7392",0,10584,2023,10,"C","R","B"
"7393",NA,12020,2000,4,"A","R","T"
"7394",NA,12020,2000,5,"A","R","T"
"7395",NA,12020,2000,6,"A","R","T"
"7396",NA,12020,2000,7,"A","R","T"
"7397",NA,12020,2000,8,"A","R","T"
"7398",NA,12020,2000,9,"A","R","T"
"7399",NA,12020,2000,10,"A","R","T"
"7400",NA,12020,2001,4,"A","R","T"
"7401",NA,12020,2001,5,"A","R","T"
"7402",NA,12020,2001,6,"A","R","T"
"7403",NA,12020,2001,7,"A","R","T"
"7404",NA,12020,2001,8,"A","R","T"
"7405",NA,12020,2001,9,"A","R","T"
"7406",NA,12020,2001,10,"A","R","T"
"7407",NA,12020,2002,4,"A","R","T"
"7408",NA,12020,2002,5,"A","R","T"
"7409",NA,12020,2002,6,"A","R","T"
"7410",NA,12020,2002,7,"A","R","T"
"7411",NA,12020,2002,8,"A","R","T"
"7412",NA,12020,2002,9,"A","R","T"
"7413",NA,12020,2002,10,"A","R","T"
"7414",NA,12020,2003,4,"A","R","T"
"7415",NA,12020,2003,5,"A","R","T"
"7416",NA,12020,2003,6,"A","R","T"
"7417",NA,12020,2003,7,"A","R","T"
"7418",NA,12020,2003,8,"A","R","T"
"7419",NA,12020,2003,9,"A","R","T"
"7420",NA,12020,2003,10,"A","R","T"
"7421",NA,12020,2004,4,"A","R","T"
"7422",NA,12020,2004,5,"A","R","T"
"7423",NA,12020,2004,6,"A","R","T"
"7424",NA,12020,2004,7,"A","R","T"
"7425",NA,12020,2004,8,"A","R","T"
"7426",NA,12020,2004,9,"A","R","T"
"7427",NA,12020,2004,10,"A","R","T"
"7428",NA,12020,2005,4,"A","R","T"
"7429",NA,12020,2005,5,"A","R","T"
"7430",NA,12020,2005,6,"A","R","T"
"7431",NA,12020,2005,7,"A","R","T"
"7432",NA,12020,2005,8,"A","R","T"
"7433",NA,12020,2005,9,"A","R","T"
"7434",NA,12020,2005,10,"A","R","T"
"7435",NA,12020,2006,4,"A","R","T"
"7436",NA,12020,2006,5,"A","R","T"
"7437",NA,12020,2006,6,"A","R","T"
"7438",NA,12020,2006,7,"A","R","T"
"7439",NA,12020,2006,8,"A","R","T"
"7440",NA,12020,2006,9,"A","R","T"
"7441",NA,12020,2006,10,"A","R","T"
"7442",NA,12020,2007,4,"A","R","T"
"7443",NA,12020,2007,5,"A","R","T"
"7444",NA,12020,2007,6,"A","R","T"
"7445",NA,12020,2007,7,"A","R","T"
"7446",NA,12020,2007,8,"A","R","T"
"7447",NA,12020,2007,9,"A","R","T"
"7448",NA,12020,2007,10,"A","R","T"
"7449",NA,12020,2008,4,"A","R","T"
"7450",NA,12020,2008,5,"A","R","T"
"7451",NA,12020,2008,6,"A","R","T"
"7452",NA,12020,2008,7,"A","R","T"
"7453",NA,12020,2008,8,"A","R","T"
"7454",NA,12020,2008,9,"A","R","T"
"7455",NA,12020,2008,10,"A","R","T"
"7456",NA,12020,2009,4,"A","R","T"
"7457",NA,12020,2009,5,"A","R","T"
"7458",NA,12020,2009,6,"A","R","T"
"7459",NA,12020,2009,7,"A","R","T"
"7460",NA,12020,2009,8,"A","R","T"
"7461",NA,12020,2009,9,"A","R","T"
"7462",NA,12020,2009,10,"A","R","T"
"7463",NA,12020,2010,4,"A","R","T"
"7464",NA,12020,2010,5,"A","R","T"
"7465",NA,12020,2010,6,"A","R","T"
"7466",NA,12020,2010,7,"A","R","T"
"7467",NA,12020,2010,8,"A","R","T"
"7468",NA,12020,2010,9,"A","R","T"
"7469",NA,12020,2010,10,"A","R","T"
"7470",NA,12020,2011,4,"A","R","T"
"7471",NA,12020,2011,5,"A","R","T"
"7472",NA,12020,2011,6,"A","R","T"
"7473",NA,12020,2011,7,"A","R","T"
"7474",NA,12020,2011,8,"A","R","T"
"7475",NA,12020,2011,9,"A","R","T"
"7476",NA,12020,2011,10,"A","R","T"
"7477",0,12020,2012,4,"A","R","T"
"7478",0,12020,2012,5,"A","R","T"
"7479",0,12020,2012,6,"A","R","T"
"7480",2,12020,2012,7,"A","R","T"
"7481",2,12020,2012,8,"A","R","T"
"7482",0,12020,2012,9,"A","R","T"
"7483",0,12020,2012,10,"A","R","T"
"7484",0,12020,2013,4,"A","R","T"
"7485",NA,12020,2013,5,"A","R","T"
"7486",0,12020,2013,6,"A","R","T"
"7487",14,12020,2013,7,"A","R","T"
"7488",4,12020,2013,8,"A","R","T"
"7489",0,12020,2013,9,"A","R","T"
"7490",0,12020,2013,10,"A","R","T"
"7491",0,12020,2014,4,"A","R","T"
"7492",0,12020,2014,5,"A","R","T"
"7493",5,12020,2014,6,"A","R","T"
"7494",2,12020,2014,7,"A","R","T"
"7495",0,12020,2014,8,"A","R","T"
"7496",0,12020,2014,9,"A","R","T"
"7497",0,12020,2014,10,"A","R","T"
"7498",0,12020,2015,4,"A","R","T"
"7499",0,12020,2015,5,"A","R","T"
"7500",2,12020,2015,6,"A","R","T"
"7501",14,12020,2015,7,"A","R","T"
"7502",3,12020,2015,8,"A","R","T"
"7503",0,12020,2015,9,"A","R","T"
"7504",0,12020,2015,10,"A","R","T"
"7505",0,12020,2016,4,"A","R","T"
"7506",0,12020,2016,5,"A","R","T"
"7507",1,12020,2016,6,"A","R","T"
"7508",3,12020,2016,7,"A","R","T"
"7509",0,12020,2016,8,"A","R","T"
"7510",0,12020,2016,9,"A","R","T"
"7511",0,12020,2016,10,"A","R","T"
"7512",0,12020,2017,4,"A","R","T"
"7513",0,12020,2017,5,"A","R","T"
"7514",8,12020,2017,6,"A","R","T"
"7515",2,12020,2017,7,"A","R","T"
"7516",NA,12020,2017,8,"A","R","T"
"7517",0,12020,2017,9,"A","R","T"
"7518",0,12020,2017,10,"A","R","T"
"7519",0,12020,2018,4,"A","R","T"
"7520",0,12020,2018,5,"A","R","T"
"7521",0,12020,2018,6,"A","R","T"
"7522",4,12020,2018,7,"A","R","T"
"7523",1,12020,2018,8,"A","R","T"
"7524",0,12020,2018,9,"A","R","T"
"7525",0,12020,2018,10,"A","R","T"
"7526",0,12020,2019,4,"A","R","T"
"7527",0,12020,2019,5,"A","R","T"
"7528",4,12020,2019,6,"A","R","T"
"7529",6,12020,2019,7,"A","R","T"
"7530",0,12020,2019,8,"A","R","T"
"7531",0,12020,2019,9,"A","R","T"
"7532",0,12020,2019,10,"A","R","T"
"7533",0,12020,2020,4,"A","R","T"
"7534",NA,12020,2020,5,"A","R","T"
"7535",0,12020,2020,6,"A","R","T"
"7536",0,12020,2020,7,"A","R","T"
"7537",0,12020,2020,8,"A","R","T"
"7538",0,12020,2020,9,"A","R","T"
"7539",0,12020,2020,10,"A","R","T"
"7540",0,12020,2021,4,"A","R","T"
"7541",0,12020,2021,5,"A","R","T"
"7542",1,12020,2021,6,"A","R","T"
"7543",0,12020,2021,7,"A","R","T"
"7544",0,12020,2021,8,"A","R","T"
"7545",0,12020,2021,9,"A","R","T"
"7546",0,12020,2021,10,"A","R","T"
"7547",0,12020,2022,4,"A","R","T"
"7548",0,12020,2022,5,"A","R","T"
"7549",3,12020,2022,6,"A","R","T"
"7550",0,12020,2022,7,"A","R","T"
"7551",0,12020,2022,8,"A","R","T"
"7552",0,12020,2022,9,"A","R","T"
"7553",0,12020,2022,10,"A","R","T"
"7554",0,12020,2023,4,"A","R","T"
"7555",0,12020,2023,5,"A","R","T"
"7556",0,12020,2023,6,"A","R","T"
"7557",0,12020,2023,7,"A","R","T"
"7558",0,12020,2023,8,"A","R","T"
"7559",0,12020,2023,9,"A","R","T"
"7560",0,12020,2023,10,"A","R","T"
"7561",NA,17288,2000,4,"Cities","S","B"
"7562",NA,17288,2000,5,"Cities","S","B"
"7563",NA,17288,2000,6,"Cities","S","B"
"7564",NA,17288,2000,7,"Cities","S","B"
"7565",NA,17288,2000,8,"Cities","S","B"
"7566",NA,17288,2000,9,"Cities","S","B"
"7567",NA,17288,2000,10,"Cities","S","B"
"7568",NA,17288,2001,4,"Cities","S","B"
"7569",NA,17288,2001,5,"Cities","S","B"
"7570",NA,17288,2001,6,"Cities","S","B"
"7571",NA,17288,2001,7,"Cities","S","B"
"7572",NA,17288,2001,8,"Cities","S","B"
"7573",NA,17288,2001,9,"Cities","S","B"
"7574",NA,17288,2001,10,"Cities","S","B"
"7575",NA,17288,2002,4,"Cities","S","B"
"7576",NA,17288,2002,5,"Cities","S","B"
"7577",NA,17288,2002,6,"Cities","S","B"
"7578",NA,17288,2002,7,"Cities","S","B"
"7579",NA,17288,2002,8,"Cities","S","B"
"7580",NA,17288,2002,9,"Cities","S","B"
"7581",NA,17288,2002,10,"Cities","S","B"
"7582",NA,17288,2003,4,"Cities","S","B"
"7583",NA,17288,2003,5,"Cities","S","B"
"7584",NA,17288,2003,6,"Cities","S","B"
"7585",NA,17288,2003,7,"Cities","S","B"
"7586",NA,17288,2003,8,"Cities","S","B"
"7587",NA,17288,2003,9,"Cities","S","B"
"7588",NA,17288,2003,10,"Cities","S","B"
"7589",NA,17288,2004,4,"Cities","S","B"
"7590",NA,17288,2004,5,"Cities","S","B"
"7591",NA,17288,2004,6,"Cities","S","B"
"7592",NA,17288,2004,7,"Cities","S","B"
"7593",NA,17288,2004,8,"Cities","S","B"
"7594",NA,17288,2004,9,"Cities","S","B"
"7595",NA,17288,2004,10,"Cities","S","B"
"7596",NA,17288,2005,4,"Cities","S","B"
"7597",NA,17288,2005,5,"Cities","S","B"
"7598",NA,17288,2005,6,"Cities","S","B"
"7599",NA,17288,2005,7,"Cities","S","B"
"7600",NA,17288,2005,8,"Cities","S","B"
"7601",NA,17288,2005,9,"Cities","S","B"
"7602",NA,17288,2005,10,"Cities","S","B"
"7603",NA,17288,2006,4,"Cities","S","B"
"7604",NA,17288,2006,5,"Cities","S","B"
"7605",NA,17288,2006,6,"Cities","S","B"
"7606",NA,17288,2006,7,"Cities","S","B"
"7607",NA,17288,2006,8,"Cities","S","B"
"7608",NA,17288,2006,9,"Cities","S","B"
"7609",NA,17288,2006,10,"Cities","S","B"
"7610",NA,17288,2007,4,"Cities","S","B"
"7611",NA,17288,2007,5,"Cities","S","B"
"7612",NA,17288,2007,6,"Cities","S","B"
"7613",NA,17288,2007,7,"Cities","S","B"
"7614",NA,17288,2007,8,"Cities","S","B"
"7615",NA,17288,2007,9,"Cities","S","B"
"7616",NA,17288,2007,10,"Cities","S","B"
"7617",NA,17288,2008,4,"Cities","S","B"
"7618",NA,17288,2008,5,"Cities","S","B"
"7619",NA,17288,2008,6,"Cities","S","B"
"7620",NA,17288,2008,7,"Cities","S","B"
"7621",NA,17288,2008,8,"Cities","S","B"
"7622",NA,17288,2008,9,"Cities","S","B"
"7623",NA,17288,2008,10,"Cities","S","B"
"7624",NA,17288,2009,4,"Cities","S","B"
"7625",NA,17288,2009,5,"Cities","S","B"
"7626",NA,17288,2009,6,"Cities","S","B"
"7627",NA,17288,2009,7,"Cities","S","B"
"7628",NA,17288,2009,8,"Cities","S","B"
"7629",NA,17288,2009,9,"Cities","S","B"
"7630",NA,17288,2009,10,"Cities","S","B"
"7631",NA,17288,2010,4,"Cities","S","B"
"7632",NA,17288,2010,5,"Cities","S","B"
"7633",NA,17288,2010,6,"Cities","S","B"
"7634",NA,17288,2010,7,"Cities","S","B"
"7635",NA,17288,2010,8,"Cities","S","B"
"7636",NA,17288,2010,9,"Cities","S","B"
"7637",NA,17288,2010,10,"Cities","S","B"
"7638",NA,17288,2011,4,"Cities","S","B"
"7639",NA,17288,2011,5,"Cities","S","B"
"7640",NA,17288,2011,6,"Cities","S","B"
"7641",NA,17288,2011,7,"Cities","S","B"
"7642",NA,17288,2011,8,"Cities","S","B"
"7643",NA,17288,2011,9,"Cities","S","B"
"7644",NA,17288,2011,10,"Cities","S","B"
"7645",NA,17288,2012,4,"Cities","S","B"
"7646",NA,17288,2012,5,"Cities","S","B"
"7647",NA,17288,2012,6,"Cities","S","B"
"7648",NA,17288,2012,7,"Cities","S","B"
"7649",NA,17288,2012,8,"Cities","S","B"
"7650",NA,17288,2012,9,"Cities","S","B"
"7651",NA,17288,2012,10,"Cities","S","B"
"7652",0,17288,2013,4,"Cities","S","B"
"7653",0,17288,2013,5,"Cities","S","B"
"7654",2,17288,2013,6,"Cities","S","B"
"7655",10,17288,2013,7,"Cities","S","B"
"7656",6,17288,2013,8,"Cities","S","B"
"7657",0,17288,2013,9,"Cities","S","B"
"7658",NA,17288,2013,10,"Cities","S","B"
"7659",0,17288,2014,4,"Cities","S","B"
"7660",0,17288,2014,5,"Cities","S","B"
"7661",7,17288,2014,6,"Cities","S","B"
"7662",3,17288,2014,7,"Cities","S","B"
"7663",0,17288,2014,8,"Cities","S","B"
"7664",0,17288,2014,9,"Cities","S","B"
"7665",0,17288,2014,10,"Cities","S","B"
"7666",0,17288,2015,4,"Cities","S","B"
"7667",NA,17288,2015,5,"Cities","S","B"
"7668",NA,17288,2015,6,"Cities","S","B"
"7669",18,17288,2015,7,"Cities","S","B"
"7670",NA,17288,2015,8,"Cities","S","B"
"7671",NA,17288,2015,9,"Cities","S","B"
"7672",NA,17288,2015,10,"Cities","S","B"
"7673",0,17288,2016,4,"Cities","S","B"
"7674",0,17288,2016,5,"Cities","S","B"
"7675",3,17288,2016,6,"Cities","S","B"
"7676",4,17288,2016,7,"Cities","S","B"
"7677",NA,17288,2016,8,"Cities","S","B"
"7678",5,17288,2016,9,"Cities","S","B"
"7679",0,17288,2016,10,"Cities","S","B"
"7680",0,17288,2017,4,"Cities","S","B"
"7681",1,17288,2017,5,"Cities","S","B"
"7682",9,17288,2017,6,"Cities","S","B"
"7683",4,17288,2017,7,"Cities","S","B"
"7684",9,17288,2017,8,"Cities","S","B"
"7685",0,17288,2017,9,"Cities","S","B"
"7686",0,17288,2017,10,"Cities","S","B"
"7687",0,17288,2018,4,"Cities","S","B"
"7688",NA,17288,2018,5,"Cities","S","B"
"7689",2,17288,2018,6,"Cities","S","B"
"7690",3,17288,2018,7,"Cities","S","B"
"7691",6,17288,2018,8,"Cities","S","B"
"7692",1,17288,2018,9,"Cities","S","B"
"7693",0,17288,2018,10,"Cities","S","B"
"7694",0,17288,2019,4,"Cities","S","B"
"7695",0,17288,2019,5,"Cities","S","B"
"7696",NA,17288,2019,6,"Cities","S","B"
"7697",4,17288,2019,7,"Cities","S","B"
"7698",0,17288,2019,8,"Cities","S","B"
"7699",0,17288,2019,9,"Cities","S","B"
"7700",0,17288,2019,10,"Cities","S","B"
"7701",0,17288,2020,4,"Cities","S","B"
"7702",0,17288,2020,5,"Cities","S","B"
"7703",0,17288,2020,6,"Cities","S","B"
"7704",5,17288,2020,7,"Cities","S","B"
"7705",1,17288,2020,8,"Cities","S","B"
"7706",0,17288,2020,9,"Cities","S","B"
"7707",0,17288,2020,10,"Cities","S","B"
"7708",0,17288,2021,4,"Cities","S","B"
"7709",0,17288,2021,5,"Cities","S","B"
"7710",2,17288,2021,6,"Cities","S","B"
"7711",1,17288,2021,7,"Cities","S","B"
"7712",5,17288,2021,8,"Cities","S","B"
"7713",2,17288,2021,9,"Cities","S","B"
"7714",0,17288,2021,10,"Cities","S","B"
"7715",0,17288,2022,4,"Cities","S","B"
"7716",1,17288,2022,5,"Cities","S","B"
"7717",6,17288,2022,6,"Cities","S","B"
"7718",10,17288,2022,7,"Cities","S","B"
"7719",4,17288,2022,8,"Cities","S","B"
"7720",0,17288,2022,9,"Cities","S","B"
"7721",0,17288,2022,10,"Cities","S","B"
"7722",0,17288,2023,4,"Cities","S","B"
"7723",0,17288,2023,5,"Cities","S","B"
"7724",2,17288,2023,6,"Cities","S","B"
"7725",NA,17288,2023,7,"Cities","S","B"
"7726",7,17288,2023,8,"Cities","S","B"
"7727",4,17288,2023,9,"Cities","S","B"
"7728",0,17288,2023,10,"Cities","S","B"
"7729",NA,17295,2000,4,"Cities","S","B"
"7730",NA,17295,2000,5,"Cities","S","B"
"7731",NA,17295,2000,6,"Cities","S","B"
"7732",NA,17295,2000,7,"Cities","S","B"
"7733",NA,17295,2000,8,"Cities","S","B"
"7734",NA,17295,2000,9,"Cities","S","B"
"7735",NA,17295,2000,10,"Cities","S","B"
"7736",NA,17295,2001,4,"Cities","S","B"
"7737",NA,17295,2001,5,"Cities","S","B"
"7738",NA,17295,2001,6,"Cities","S","B"
"7739",NA,17295,2001,7,"Cities","S","B"
"7740",NA,17295,2001,8,"Cities","S","B"
"7741",NA,17295,2001,9,"Cities","S","B"
"7742",NA,17295,2001,10,"Cities","S","B"
"7743",NA,17295,2002,4,"Cities","S","B"
"7744",NA,17295,2002,5,"Cities","S","B"
"7745",NA,17295,2002,6,"Cities","S","B"
"7746",NA,17295,2002,7,"Cities","S","B"
"7747",NA,17295,2002,8,"Cities","S","B"
"7748",NA,17295,2002,9,"Cities","S","B"
"7749",NA,17295,2002,10,"Cities","S","B"
"7750",NA,17295,2003,4,"Cities","S","B"
"7751",NA,17295,2003,5,"Cities","S","B"
"7752",NA,17295,2003,6,"Cities","S","B"
"7753",NA,17295,2003,7,"Cities","S","B"
"7754",NA,17295,2003,8,"Cities","S","B"
"7755",NA,17295,2003,9,"Cities","S","B"
"7756",NA,17295,2003,10,"Cities","S","B"
"7757",NA,17295,2004,4,"Cities","S","B"
"7758",NA,17295,2004,5,"Cities","S","B"
"7759",NA,17295,2004,6,"Cities","S","B"
"7760",NA,17295,2004,7,"Cities","S","B"
"7761",NA,17295,2004,8,"Cities","S","B"
"7762",NA,17295,2004,9,"Cities","S","B"
"7763",NA,17295,2004,10,"Cities","S","B"
"7764",NA,17295,2005,4,"Cities","S","B"
"7765",NA,17295,2005,5,"Cities","S","B"
"7766",NA,17295,2005,6,"Cities","S","B"
"7767",NA,17295,2005,7,"Cities","S","B"
"7768",NA,17295,2005,8,"Cities","S","B"
"7769",NA,17295,2005,9,"Cities","S","B"
"7770",NA,17295,2005,10,"Cities","S","B"
"7771",NA,17295,2006,4,"Cities","S","B"
"7772",NA,17295,2006,5,"Cities","S","B"
"7773",NA,17295,2006,6,"Cities","S","B"
"7774",NA,17295,2006,7,"Cities","S","B"
"7775",NA,17295,2006,8,"Cities","S","B"
"7776",NA,17295,2006,9,"Cities","S","B"
"7777",NA,17295,2006,10,"Cities","S","B"
"7778",NA,17295,2007,4,"Cities","S","B"
"7779",NA,17295,2007,5,"Cities","S","B"
"7780",NA,17295,2007,6,"Cities","S","B"
"7781",NA,17295,2007,7,"Cities","S","B"
"7782",NA,17295,2007,8,"Cities","S","B"
"7783",NA,17295,2007,9,"Cities","S","B"
"7784",NA,17295,2007,10,"Cities","S","B"
"7785",NA,17295,2008,4,"Cities","S","B"
"7786",NA,17295,2008,5,"Cities","S","B"
"7787",NA,17295,2008,6,"Cities","S","B"
"7788",NA,17295,2008,7,"Cities","S","B"
"7789",NA,17295,2008,8,"Cities","S","B"
"7790",NA,17295,2008,9,"Cities","S","B"
"7791",NA,17295,2008,10,"Cities","S","B"
"7792",NA,17295,2009,4,"Cities","S","B"
"7793",NA,17295,2009,5,"Cities","S","B"
"7794",NA,17295,2009,6,"Cities","S","B"
"7795",NA,17295,2009,7,"Cities","S","B"
"7796",NA,17295,2009,8,"Cities","S","B"
"7797",NA,17295,2009,9,"Cities","S","B"
"7798",NA,17295,2009,10,"Cities","S","B"
"7799",NA,17295,2010,4,"Cities","S","B"
"7800",NA,17295,2010,5,"Cities","S","B"
"7801",NA,17295,2010,6,"Cities","S","B"
"7802",NA,17295,2010,7,"Cities","S","B"
"7803",NA,17295,2010,8,"Cities","S","B"
"7804",NA,17295,2010,9,"Cities","S","B"
"7805",NA,17295,2010,10,"Cities","S","B"
"7806",NA,17295,2011,4,"Cities","S","B"
"7807",NA,17295,2011,5,"Cities","S","B"
"7808",NA,17295,2011,6,"Cities","S","B"
"7809",NA,17295,2011,7,"Cities","S","B"
